name,city,tagline,description,word_count,char_count
Distributed Credit,Austin,Innovation for Credit Card Perks,revolves around a credit ...,5,32
ShopSnap,Austin,ShopSnap provides modern hosted scalable ecommerce solutions for online businesses.,p platform is Multi-tiered and API based which makes integration with external ...,10,83
LeanDNA,Austin,Data analytics in the cloud for manufacturers,"Today’s highly competitive, on-demand factory environment is complex. This current climate results in many challenges, both in the supply chain and lean manufacturing domains. Customers are demanding more variety - delivered faster and at a lower cost. Your data ...",7,45
Metropolis 2100,Austin,Stylized 3D-Printed model railroad installations,"We want to offer a wide range of stylized 3D-Printed model railroad and automobile installations coming in all shapes, color, material and forms.  Chandeliers, furniture accessories, lighting fixtures, water fountains and a variety of other sculptures are uniquely ...",5,48
Blue Yonder Labs,Austin,Start-up studio developing innovative business and product ideas,"At Blue Yonder, we identify problems; develop creative, technology-driven solutions to solve them; and then put world class teams together to turn our ideas into commercial realities. Blue Yonder Labs was founded by Rodney Rice, a serial tech entrepreneur. Rodney ...",8,64
Arsenal Products,Austin,"Design, development and manufacturing resources.",development and manufacturing resources.,5,48
Chip'n Ship,Austin,Crowd funding for online shopping and group-gifting,Chip’n Ship is a crowdfunding platform for online shopping conceptualized in July 2014 by Faisal and Monna Raja of Altlimit. The platform targets the average online users letting them create a shopping wish list and enabling other users to chip in. Aside from serving ...,7,51
Realm,Austin,A Gaming CMS,,3,12
Crebo.co,Austin,New Social Network and marketplace,"Crebo is a social network that allows you to share, connect, and explore with your family, friends, customers, and clients.",5,34
GlassWire,Austin,Network security monitor,GlassWire helps protect your computer and privacy by analyzing your network activity.  If suspicious network activity is detected GlassWire warns you via its alert system.,3,24
Uptown,Austin,Branding + Strategy + Creative,Uptown is a creative branding firm that always starts with the strategy. This ensures brands are created and positioned in a visionary way. The objectives for each client are always concretely formulated to allow for a well conceptualized brand message and delivery. ...,5,30
LIANet,Austin,Local Insurance Agent's Network,"nsurance Agent's Network generates leads and sales 24/7 while marketing your products and services to over 10,000 baby boomers turning age 65 everyday and who are ...",4,31
Vitreno,Austin,Turning water in to your personalized drink,"vitreno allows you to turn your water into the beverage you desire. Right now, there are 50 million bottles wasted for water every year and additionally 17 millions barrels of oil used to produce those bottles. vitreno will seismically disrupt the beverage industry ...",7,43
Tastegraphy,Austin,a dish-centric rating system with a techie and gastronomic twist.,taste profiles and ratings to decide what is the best thing to eat. Are you a restaurant owner? Join us and reach out to your ...,10,65
Radical Science News,Austin,A multi-platform science news bureau,"WHO WE ARE: Radical Science News is a open-source science news and learning platform and publication. A multi-platform news bureau that will be the heart of the next generations information exchange, seamlessly integrating the private citizens input with a global ...",5,36
Cooley Investments,Austin,Seeking Growth,Small family office investing in transparent investments with strong cashflow for immediate growth and ROI in all industry sectors.,2,14
Fifteen Five Corporation,Austin,Berkshire inspired holding company,a dog waste ...,4,34
Austin Coding Academy,Austin,"Accessible, Affordable, Applicable Coding Education","Accessible, affordable, applicable, part time coding education.",5,51
SalesCart,Austin,Instant Ecommerce Stores (like Youtube for web stores),"Think of SalesCart as the ""YOUTUBE of ECOMMERCE"".  We address the complete ""commoditization"" of SECURE Ecommerce.  We provide Market-specific Turnkey Ecommerce in a Box that can be displayed from anywhere with
100% security:
  1)  Instant Mobile Store & Facebook ...",8,54
Joan Manning,Austin,"Germ&Virus killer,Sleeves & covers for surfaces","Not for just doors, the 7 designs I wish to patent also consist of a recirculation filter system for buildings & air planes. There is also a patent design for wall and floor sections (2 in 1) ,filter piece for the deposable face masks and nose plugs. Also railings ...",6,47
Uryaen Productions,Austin,Independent Film Production,ized main ...,3,27
Peddler.io,Austin,Proximity commerce,"ts, if you're on the move delivering your product, peddler.io is perfect for you, as you can broadcast your location ...",2,18
Tap Fiction,Austin,Mobile Storytellers,"Tap Fiction is creating a new type of storytelling platform for mobile. We do this by opening up the hardware, software, and application layers of smartphones to writers. If you think about all of the magical ingredients of mobile – location services, push notifications, ...",2,19
"BirdHouse, LLC",Austin,Building Informational Modeling and 3D Visualization Services,"Using advanced terrestrial LiDAR equipment and photogrammetry, BirdHouse offers 3D Scanning to a myriad of verticals - including but not limited to: Architecture, Engineering, CSI, Oil and Gas, Land Surveying, GIS, etc.",7,61
YieldWolf.com,Austin,Financial investment search engine,"YieldWolf is a financial investment advice site that focuses on alternative investments. YieldWolf features a search tool in which users enter their risk tolerance, how long they are willing to hold their investments for (liquidity), their desired return, and ...",4,34
Vertical Technologies,Austin,Enhance & Scale Your IT Team,unded by a team of CIO Advisors who identified a gap in the ability to source and evaluate Information ...,6,28
Nominate,Austin,Nominate is a mobile app that lets you challenge your friends.,"30 seconds, 3 friends, 24 hours. Nominate is a mobile application that lets you record yourself doing anything and everything in order to challenge your friends to do the same.  Watch your video nominations grow as they are forwarded to more and more friends. The ...",11,62
Peeptrade,Austin,Social Trading Network,"Peeptrade is a social trading platform that allows aspiring investors to ""peep"" (subscribe) into the portfolios and trading activity of today’s most successful investment managers, traders, and analysts. See what these trading Gurus are going with their own money ...",3,22
FoundersCard,Austin,Membership Community For Entrepreneurs,Membership community for entrepreneurs and innovators.,4,38
Emoters,Austin,Lifelike robot pets,"ng pets, Emoters can be owned by people ...",3,19
Phocrastinate,Austin,Bored? Curious? Phocrastinate.,"We are Phocrastinate.com, the world's first global slide show. We are revolutionizing the way you discover and share content on the internet.",3,30
Megatherium Press,Austin,Redbox for photobooks,has exceeded expectations for market demand. ...,3,21
Macromoltek,Austin,Molecular simulations simplified,Macromoltek allows biotech and pharmaceutical companies move their research to the cloud. We replace and enhance experiments with molecular modeling in an online workspace that can be accessed from anywhere in the world,3,32
BioDAF Water Technology,Austin,Turning wastewater into a renewable resources,"BioDAF Water Technology is an international, Mexico and Austin-based company built of a multi-disciplinary engineering team that has specialized in the development of groundbreaking technology for the treatment of all types of produced wastewater. BioDAF is working ...",6,45
Ninja Partners,Austin,Outsourcing for Startups,"Ninja Partners is a collective group of services dedicated to helping entrepreneurs become more efficient, and their startups – more scalable. In an era where time is becoming increasingly more valuable than money, there exists a lack of time. An inability to spend ...",3,24
NanoWatt Design,Austin,Low-Power Vision Processing Hardware,"NanoWatt Design was founded in 2011 to commercialize low-power semiconductor technology developed at the University of Arkansas. In collaboration with a $5B defense/aerospace partner, NanoWatt applied its expertise to image processing, and the company continues ...",4,36
Williams Technology Group,Austin,We build software for real.,"We are a software development company for the 21st century, from concept to delivery to managing the complete lifecycle of your software products, we work with your team to create the best products for your customers.",5,27
"Got Reps, Inc.",Austin,Provide professional support staff at global business events,"al Markets
We can help you penetrate the largest, most profitable ...",8,60
Ambiq Micro,Austin,Ultra-low power Integrated circuits,"Ambiq Micro is a fabless semiconductor company based in Austin, TX developing the world’s most energy efficient integrated circuits. Ambiq is developing a series of ultra-low power products based on its Subthreshold Power Optimized Technology (SPOT™) Platform. ...",4,35
Binocular,Austin,An design agency that helps brands tap into the next generation of technology,"Binocular is a new type of agency. Experts at harnessing the power of emerging technologies, we build sensible, innovative products. Binocular was founded with one goal in mind: to build digital experiences that drive business value. From mobile, wearable, and ...",13,77
2FA Inc.,Austin,Two-Factor Authentication Platform,"2FA Inc. is a veteran-owned, cyber-security company created on the single vision of simplifying authentication. 2FA’s products integrate authentication and single sign-on (SSO) into a single solution. 2FA serves customers in diverse industries including: public ...",3,34
ITC,Austin,Managed and Cloud IT Solutions,Everything we do is to help businesses by supporting their IT saving them time and energy. Productivity for most businesses hangs on the efficiency of its technology. Downtime due to computer issues and network outages can cause your company thousands or more a ...,5,30
Tuple Labs,Austin,Product labs as a service,labs as a service,5,25
Tuneburg.com,Austin,LinkedIn for Musicians,terms ...,3,22
meshop,Austin,Shop from any eCommerce Site,"Problem(s)
eCommerce consumers have to visit multiple websites to:
- Make Purchases & manage their profiles, wish lists, CC#s
- Manage their subscriptions
- Find Coupons & deals on site
- No Intelligence on retailers’ sites assisting consumers
- Each site requires ...",5,28
Signagely,Austin,Easy signs on TVs for your business.,"Signagely is a web app that allows organizations of all sizes to deploy effective digital signage. Updating signs from anywhere in the world, instantly.",7,36
containerhome.biz,Austin,The Modular Home That Grows With You,"e for your immediate needs...which you can customize and assemble yourself, depending on your budget and circumstances. ...",7,36
Mitigation Assistant,Austin,Criminal Defense,"Our purpose is to provide a questionnaire through which indigent defendants and their respective counsel can consider mitigating factors before a finding of guilt or innocence, and if mitigating factors apply, to assist in obtaining an appropriate verdict and/or ...",2,16
Freshex,Austin,A perishable industry trade finance marektplace,"Freshex will allow users in the perishable commodities industry to obtain cheaper, faster and scalable trade finance. By efficiently collecting and managing trade data from users native systems Freshex will be able monitor user’s trade portfolio and quickly make ...",6,47
DOITQK,Austin,De-cluttering your free time.,"egates information from your Apple devices' Reminder/Lists and Calendar apps, iCloud, Google+ calendars, and Facebook calendars for an individual ...",4,29
TeacherSherpa,Austin,A platform for teachers to create education material,TeacherSherpa is a collaborative platform for teachers and students to create and share educational materials.,8,52
The Bureau,Austin,Training for innovative careers.,"We train ambitious young people in the skills and strategy to lead innovative careers. Our agents are the guide-at-your-side through an immersive program with extreme hands-on projects where you learn to manage uncertainty, explore prospective career interests, ...",4,32
HealPal,Austin,Patient Centric Soutions,is a cloud based patient -centric platform to facilitate frictionless interactions between cancer patients and cancer experts. ...,3,24
Tecovas,Austin,The first direct-to-consumer western footwear brand.,"Beautiful, handmade, top-quality boots. No middlemen. No markups.",6,52
Medusa CMS,Austin,Rapid Simple Multisite CMS,Medusa CMS allows you to create a distributed network of website with a single common interface that is easy for end users and powerful for webmasters and SEO specialists. MedusaCMS's Peer to Node framework allows for a rapid setup of multiple sites with an intuitive ...,4,26
Outer Circle,Austin,Residential treatment for men who are addicted to sexual behaviors,"We provide long term residential therapy for men who struggle with an addiction to sexual behaviors. The treatment will include psychological education, 12-step work, development of healthy boundaries, trauma recovery, and family counseling.  Outer Circle will ...",10,66
Part Time Evil,Austin,Game/App Studio,"Video game studio providing full video game development, user engagement and gamification consulting, and original video games.",2,15
Y.A.R.G,Austin,We design hydration systems for road bikes. And they work.,"The Shark Fin would provide bicyclists with a convenient new hydration system. The container (and bottle filter) would be secured to and within the central portion of a bicycle’s frame. When a cyclist wished to drink water from the unit, he/she could simply draw ...",10,58
Lost Treasures,Austin,Lost Treasures of The Third Reich - American Sniper meets Raiders of the Lost Arc,"LOST TREASURES OF THE THIRD REICH is a feature-length motion picture currently under development. It is inspired by true events, meticulous research, and well-grounded speculation.  It is powerful story-telling in the wake of American Sniper.   
Navy Seal Keaton ...",15,81
AGulent Agronomics,Austin,Grow Worldwide,"In high-tech computers, obsolete hardware is referred to as preexisting legacy systems. In Home and Gardening, preexisting legacy systems are the many, many plant containers homeowners, businesses, and public buildings have purchased over decades. AGulent developed ...",2,14
"CardPaymentOptions.com, Inc.",Austin,"Credit card processing reviews, news and comparison.",CardPaymentOptions.com is website dedicated to organizing a coalition of merchants and industry professionals who want to enact change in the merchant credit card processing industry. Our goal is to create awareness of current industry practices as well as push ...,7,52
Fitnesearch,Austin,Try Every Fitness Activity Imaginable,"he FACES of Fitness"", and find out ...",5,37
Lyric Champ,Austin,Social Hip-hop Collaboration,"Lyric Champ brings together artists and fans in the hip-hop community, encouraging collaboration as well as healthy competition. Whether you’re up-and-coming or an experienced musician, Lyric Champ is here to help you make the most of your talent! DO IT!
With unique ...",3,28
The Fowler Law Firm,Austin,Not your conventional law firm,"Legal Services:  Whether your legal needs are in the area of Business and International Taxation, Creative Asset Protection, Citizenship, Immigration, Visa and Consular Practice, Construction and Public Works, Education and Governmental Entities, Environmental ...",5,30
Frederick Mountain Group,Austin,Rapid revenue growth for businesses.,"Frederick Mountain Group is a one-woman consultancy based in Austin, TX and Jackson, WY. I help businesses grow through good old fashion sales techniques and business structuring. 

It's advice, and it is not easy, but if you are willing to commit, your business ...",5,36
Lucid Crew,Austin,"Web Development, SEO, Social Media","ove user interface is intuitive, easy to use, and designed with users of all skill levels in mind. Updating one of our sites is easier than writing an email. All of the plug-ins that come with MediaStove are simple ...",5,34
CoveredntheWORD,Austin,"Reach anyone, anywhere, anytime with the WORD of GOD",one of the amazing designs consumers can share ...,9,52
Lucky Wild Cat Software,Austin,Mobile Utility,Mobile Utilities delivered to your palm.,2,14
Valley Hills Capital,Austin,Real Estate Investments,"real estate investments.

Linked in Philip Ward McKinley",3,23
GAMEWAGER,Austin,GAME TO GAIN,GAME TO GAIN,3,12
Oregano Mobile,Austin,"Small, intimate mobile messaging circle","lets you create small, private messaging circles called ...",5,39
Webify (Acquired by IBM),Austin,Industry-specific SOA software platform,"Webify software helps accelerate the development and deployment of applications that business users need to quickly respond to market and competitive pressures. 

Webify SOA software platform combines industry-specific semantic tools, frameworks, and hundreds ...",4,39
"Self Evident Enterprises, LLC.",Austin,Motivational CRM for Small Business,Our SalesGoals.com SaaS product is a CRM solution targetted towards small businesses and independent salespeople.,5,35
WEIRD MARKETING CO,Austin,Get a little Weird.,"It is our mission and passion, to help develop businesses and individuals into key figures in their respective fields.

Our business solutions incorporate creative and effective techniques to increase market presence through many services including beautiful ...",4,19
Spw Consultants,Austin,Consulting,"Stealth -

Not raising funds right now or incubator applying.",1,10
digitaltalentinc,Austin,technology sales force training,"Our application socializes the sales force training and customer acquisition process for start-ups and existing companies.It provides remote training and retraining while on the road. Giving the sales force the latest information, motivation and coaching needed ...",4,31
JQ Software,Austin,"Mobile App Developers in Austin, TX","App Developers in Austin, TX",6,35
BH Candle Company,Austin,"Eco Friendly Candle Company, wholesale, retail and e-commerce","100% all natural soy candles. Eco friendly using all renewable resources made in the US. Currently all hand made in Austin Texas.

Currently have 3 companies purchasing wholesale, working on website for e-commerce side as well as farmers markets and festival's. ...",8,61
SidusLink,Austin,Social Network for Nonprofits,SidusLink is a social network for nonprofits. It helps connect students to nonprofits volunteering opportunities.,4,29
RISE Global,Austin,Entrepreneur Conference,"RISE – a Relationship & Information Series for Entrepreneurs – is Austin's free, crowdsourced, decentralized conference series serving thousands of entrepreneurs and small business owners. RISE was named one of the nationwide ""Must-Attend Conferences for Entrepreneurs"" ...",2,23
BeautifulDigital,Austin,Online digital art gallery,"BeautifulDigital provides for online streaming of superb digital art compositions for individual consumers and businesses for a low monthly subscription fee, as well as consulting services for licensing digital art compositions.",4,26
Harman | Friday,Austin,A brilliantly creative digital design collaborative,iantly creative digital design collaborative,6,51
"USARoomies.com (Online Rentals, LLC)",Austin,Roommate Referral Service Website Tool,USARoomies.com is a roommate referral service website displaying rooms for rent and roommate profiles where members can get to know people before making an agreement to live together. Users have the option and are encouraged to be verified to add another element ...,5,38
Rock Vapor Technologies,Austin,"World's Finest E-cigs, E-Liquid and Vapor","Rock Vapor offers vapor consumers a premium branded, differentiated e-liquid leveraging the popularity of energy products and e-cigs with its initial product offering, Rock Vapor Rush- an energy e-liquid.  Rock Vapor will leverage this unique offering, and its ...",6,41
MuseQuip,Austin,A Social Multimedia Platform,Confidential until initial release.,4,28
ExitHereNow.com,Austin,destination location via US driving,"No need for map. No clutter. Just look out your window and see what mile marker you are. Texas now, US coming. App/Website coming in 2014.",5,35
M House Consulting,Austin,Freelance digital project management,"M House Consulting allows startups to launch a professional web presence without having to hire a full time digital project manager. In the early stages of building a project management SaaS that allows the client to differentiate between the ""launch"" phase and ...",4,36
GHz Wireless,Austin,High Speed Broadband for Business !,"GHz Wireless is an alternative to fiber or copper services, and owns its complete network infrastructure, bypassing the local telephone company and cable companies, providing customers with faster install times, unmatched scalability and redundancy from traditional ...",6,35
Game Plan Entertainment,Austin,Venue plus Entertainment,"We operate an events venue full of arcade games and other entertainment options.  

We also provide offsite game rentals across Texas.",3,24
StartATX,Austin,UT's premier entrepreneurship and startup organization.,emier entrepreneurship and startup organization.,6,55
All Things Kids,Austin,"Exceptional Toys, Books & Events","Providing an alternative to toy stores full of plastic, battery driven toys, our Exceptional concept offers USA and European made toys selected for their quality, educational properties or uniqueness. The book section offers only the top 100 children's books of ...",5,32
CozyWallArt.com,Austin,Unique and Custom Wall Art,"Custom-made home decor and wall decals for homes as well as other fun places. Creative, inspirational, and sometimes you may just learn something new.",5,26
Suzy Foods,Austin,Food for cancer patients,Suzy Foods makes nutritious gourmet meals that fight cancer and reduces the side effects of the disease and traditional treatments.,4,24
The Grillmobile,Austin,Badass BBQ Grills,es the hassle of lifting your ...,3,17
22Solutions,Austin,Telecoms Elite Services Group,,4,29
Jobs2Careers,Austin,Better job search,"Jobs2Careers is the fastest growing job search engine.  Launched in 2010, over 11 million monthly job seekers already trust us in their job search – and we’ve only just begun!",3,17
Zuma Office,Austin,Office Product,"Office supplies online, file folders, Report covers, garment rack, View binders, Alera chairs, Classification folders",2,14
Gracious Bridal,Austin,Fabulous Details for Weddings and Events,"Gracious Bridal purpose is to help you plan a delightful event that showcases YOUR style and personality.  It carefully chooses only the products that it would be proud of and are constantly updating its lines to bring you the latest in edible wedding favors, themed ...",6,40
Geeks First,Austin,LGBT and Ally Geek Lounge,"tainment will be a low key, safe, and inviting environment for all friendly Geeks of Austin, Texas. ...",5,25
ETL Advisors,Austin,Talend consulting firm,"ETL Advisors is a US based consulting firm specializing in custom development solutions for the Talend suite of products. Our highly specialized team consists of expert Talend developers with experience building custom Data Integration, Big Data, MDM, ESB & Data ...",3,22
GuestDoor,Austin,Last-minute Vacation Rentals,"A complimentary marketplace pricing strategy that enables guests to make last-minute offers on vacation rentals. Our short 30-day booking window encourages owners to offer deep discounts, while our two-click ‘Make Offer’ capability allows guests to quickly negotiate ...",3,28
Too Much Sense Productions,Austin,movies that make sense,"I need $10,000 to produce a new pitch video for the crowdfunding campaign for my film. If it works, the investor gets back $10,000,000 this year. ""Answers"" will reveal what many people need to know about this life and the next, and can bring peace to the world ...",4,22
Bolinger,Austin,Digital Firm,A US and Brazil based digital firm focused on technology solutions for small business and Fortune 500 companies.,2,12
Scavr,Austin,Smartphone Scavenger Hunts,"Scavr lets anyone create and manage a 21st century scavenger hunt. Participants can submit photo, video, and password clues on the go with the Scavr app, while judges review and score those submissions instantly.",3,26
Wize Management,Austin,Management For Success!,Wize Management is a creative management agency. At Wize we believe management should inspire us to purse our passions in life while we develop and challenge ourselves out of our comfort zones. We specialize in challenging brands to do the same. At Wize we partner ...,3,23
GoKarmaa,Austin,Find Travel Companion,"Traveling is fun w/ like minded companions. Millions of people travel every day; some on religious tour, some joining their universities for higher studies, some for work, some for pleasure. App ezFly goo.gl/U27z5n connects them together. ~500 users in couple of ...",3,21
WebFactry,Austin,Design and Marketing Service eCosystem,and Marketing Service eCosystem,5,38
Gentle Bees,Austin,consumer products,"ient Profile That Includes Vitamins A (retinol), C and E
Rich Source Of Omega-3 And Omega-6 Essential Fatty Acids
Hypoallergenic, Cruelty Free, VeganEco-friendly And Biodegradable
High In ...",2,17
Tomakefast.com,Austin,Engineering Publisher Solutions,"ress Theme Changes, WordPress Plugin Development
    → Adsense Optimization, Target & Position Ads
    → Crawlable Multi-Category Responsive Sitemaps
    → Multi-Category, ...",3,31
TTH Strategy,Austin,Confidence in the Age of Mobility - consulting and advising/investments,"TTH Strategy provides business guidance to organizations faced with technology, marketing and operations challenges.",10,71
CLAVE,Austin,"Our mission to create events, services and products that empower people.",include SheDesigns and SheHacks ...,11,72
SuperLight,Austin,A better way to sell online,r way to sell online,6,27
icebreaker,Austin,a messaging app,a messaging app. she wants the dm.,3,15
Deenosaur,Austin,Mophie of Data Storage,We manufacture highly portable data storage devices. Our first product is set to launch summer of 2014.,4,22
Double Fox Websites,Austin,Clever Website Solutions,Whether you are creating your first website or upgrading from an existing one you need a solution that will grow your business not drain your wallet.  We integrate best-of-breed technologies to provide superior functionality at a fraction of the cost.,3,24
Geeks First LLC dba Haven Entertainment,Austin,All Inclusive Geek Lounge,"tainment will be a low key, safe, and inviting environment for all friendly Geeks of Austin, Texas. ...",4,25
Protequus,Austin,Remote health surveillance and monitoring for animals,asive device/system will analyze real-time behavioral patterns and biometrics in horses to enable early invention ...,7,53
Revely Microsystems,Austin,Roomba for your lawn,"rates by managing a landscape in micro-zones where each zone is independently measured, customized for conditions (shade, ...",4,20
ogazi hair,Austin,ombre kanekalon hair for braiding,"i want to make a brand of kanekalon hair for braiding.Ombre hair which is a multi color hair is very in style and has been for the last 3 years,also braiding has come back in style because of the natural hair movement and the hair industry is a multi billion dollar ...",5,33
10 Minute Give,Austin,Making Generosity Commonplace,"ek period, participants receive weekly challenges that take no more than 10 minutes ...",3,29
Ians Modern Realty,Austin,"Meeting Needs, Helping People, in a Modern technological approach",Meets their needs in a sophisticated manner with technology at the forefront of everything!,9,65
Mobile EMR Inc.,Austin,Mobile EMR on the GO!,"A mobile web app for the following to use. 
The following will be able to use the app.
•        911 Dispatch/Police
•        EMS (Emergency Medical Service)
•        ER (Emergency Rooms-Emergency Department “Hospitals”)
•        Hospitals
•        Physician Offices
• ...",5,21
Norvell Group and Associates Review,Austin,power products,Norvell Electronics is dedicated to being the number one source of power products for all our customers. Our goal is to grow and expand our power product offerings in support of our customers’ needs and continue to invest in engineered services that will further ...,2,14
Linked Experts Alliance,Austin,LinkedIn Strategy Forum for Small Business,"Why I started Linked Experts Alliance 
http://pjbrunet.com/started-linked-experts-alliance/",6,42
Video Review Labs,Austin,"We move products, and build brands.",Video Review Labs creates better online shopping experiences. We provide visual commerce solutions to manufacturing brands and their channel partners through video production and web integration packages. We help brands build online content that engages and educates ...,6,35
Just In Health,Austin,Helping people get healtheir...,"Dr. Justin’s Functional Medicine and Chiropractic practice is an outgrowth of the increasing need for natural healthcare solutions which is evident in the San-Francisco Bay Area, Austin Texas and beyond. Female hormone imbalances, hypothyroidism, chronic pain and ...",4,31
Buy Master,Austin,Local Deals Platform,"Buy Master offers advanced solution for merchants to effectively target customers in proximity, with innovative platform for posting special deals and for users on the go solution to be instantly informed of special deals near by, customised to their needs and ...",3,20
Brumberry,Austin,Real Food Marketplace,"Brumberry is a real, handmade food marketplace that helps people find, buy and sell real food made by real people in real kitchens.",3,21
Strive to be Fit,Austin,Creating Overall Fitness,Strive to be Fit was started to help people see that fitness can be incorporated into our everyday lives. We want you to be able to come get a workout in at anytime of the day and it be convenient. The best part about coming to Strive is that we teach every client ...,3,24
Kaas Enterprises,Austin,Medical Provider Get Your Money fast,"ifixclaim provides tool for Medical billing Claims to look for correct Medical codes , Mational Provider identification code and scrubbs the cliam check for any error before it goes to payer. Get monet fast the first time you submit - avoid unnecessary rejection ...",6,36
Austin Vanlines LTD,Austin,Movers Austin,"moving Austin , moving companies Austin , Austin moving companies",2,13
Status Labs,Austin,Premier online reputation management firm,"StatusLabs is the premiere online reputation management company with offices in Austin, New York, and São Paulo. Our goal is to help our clients look their best in search results. We serve 1500+ companies and public figures in 35 countries. Our typical clients ...",5,41
RECAP Audio,Austin,Audio Adapters for Smartphone Call Recording,"RECAP audio adapters help customer record their phone calls. Customers are often small business owners, freelancers, reporters, podcasters.",6,44
ClosedForm,Austin,Proof-oriented Programming: expert systems for software formalization,tools help your developers understand and solve your problems - by making ...,7,69
ProjectManager.com,Austin,The #1 Online Alternative To Microsoft Project,"ProjectManager.com is an online manager for professional projects. The application provides a convenient dashboard that allows users to view the status of tasks and more. Teams can also be managed, with tasks assigned to specific individuals and re-assigned as ...",7,46
HEsolar,Austin,Quality Solar Power Solutions,d services offer power solutions in remote locations.,4,29
test,Austin,testing,asdfg,1,7
Grant Rostig and Associates,Austin,Cloud Connected Mobile Camera,"Startup: <Cloud Connected Mobile Camera> that uploads your video & pix for sharing, fun & safekeeping,  via cell++ connectivity.  Advanced compression, encryption, net, and hashed integrity validation software and embedded hardware, Want to help?",4,29
Russell Martin Home Selling Team,Austin,Lake Travis houses for sale,houses for sale,5,27
CouponGot.com,Austin,Real Time Savings,"CouponGot.com seems to understand how shopping can be a huge strain on your budget but then again, you need to shop. It’s a necessity sometimes. So this website came up with a simple and a very easy way to help you stay within your budget. They give you coupons ...",3,17
MICO,Austin,Arduino shields for Audio Interfacing,"Two product funded, developed and now on sale at our website and distributors worldwide.",5,37
TAVHealth,Austin,Changing how people experience healthcare,"TAVHealth connects people, their families, care providers and the local community in ways not previously possible. Our TAVConnect platform helps manage populations by understanding patients as people. This helps solve for barriers, often encountered outside of ...",5,41
Speak Social,Austin,Digital Marketing/Advertising Strategy,Marketing/Advertising Strategy,3,38
Positive Slope,Austin,Risk-free Outsourced Sales,"in value for value, ...",3,26
nutriLove,Austin,"Healthy, locally-sourced, sustainable QSR","The menu will consist of locally sourced, all natural (organic, when possible) breakfast, lunch, and dinner items. Desserts and drinks will also be available. The menu will also feature vegan and gluten free options. Nutrition information, food sourcing information, ...",4,41
kiddoEMR,Austin,Pediatric Medical Record Platform,"kiddoEMR is a pediatrician developed, age adaptive electronic medical record (EMR) platform built to serve all developmental stages of the human child intrinsically. It has reduced the cost of processing patients from $58 down to around $20 a visit while in beta ...",4,33
Wheatposter,Austin,Better Event Discovery,er art the highest priority instantly transfers a vast amount of more information about the event to users. Anyone is instantly able to gain an understanding ...,3,22
AllyArmory,Austin,Software specific to shooters.,e specific to shooters.,4,30
Home Improvement Leads,Austin,HIL is a driving force in online lead generation,"Home Improvement Leads is a rapidly growing, profitable, downtown Austin technology company whose focus is to connect homeowners with high-quality local contractors. In the past year we have connected over 600,000 homeowners, nationwide, with local contractors ...",9,48
Snap Kitchen,Austin,Making it possible to eat healthy in a Snap,"The company will be launching a responsive web application shortly to enable online ordering, delivery and meal subscriptions. We are looking for top notch development talent (particularly Angular.JS, Node.JS, Full stack, Sails framework).",9,43
GetYourWiki,Austin,"Create, edit, update, and monitor your Wikipedia page. Ethically.","If you need an article created or edited, our veteran Wikipedia editors can help. Every Wikipedia page we draft is supported by reliably-sourced references, formatted properly, and written following Wikipedia's manual of style. And once we're done drafting your ...",9,65
Modis IT,Austin,Seeking top talent in Austin,"Modis places top IT talent with our clients around Austin, TX.",5,28
deft strategy,Austin,we deliver creative solutions for complex business problems,"Deft is an austin startup that exists to deliver creative solutions for complex business problems and provides human-centered design solutions that improve the quality of their clients’ products, services, and business.",8,59
Mubu.fm,Austin,Your identity in music. Share it with the world.,,9,48
bao zhe,Austin,im in the dog walking business,good dog walking,6,30
HK Austin,Austin,Co-Living : Co-Working,Co-Living : Co-Working space located in the heart of vibrant East Austin,3,22
ProductInterest.com,Austin,Collect & Showcase Eye-catching Products,& Showcase Eye-catching Products,5,40
Activites Around,Austin,GrubHub for kids n family activity,"id's ticket to fun with the click of a button, whether you’re looking ...",6,34
Logoit,Austin,Pint Glass Koozie,"Logoit Promotional Products in Austin,Texas has been delivering friendly personal service &#38; dependable on-time shipping for promotional items since 1989. 1% of profits are donated to the Austin Humane Society.  It provides promotional products like: Pint Glass ...",3,17
Mutual Mobile,Austin,Emerging Technology (Building breakthrough products),"solutions to complex problems require carefully constructed teams. That's why ours mix equal parts strategy, design, and engineering, with R&D as a shared responsibility. Beneath this highly collaborative, ...",5,52
County Road Consulting,Austin,"Food Safety Regulatory Compliance, Business and New Product Development","h restaurateurs, ranchers and food ...",9,71
exoStack,Austin,We build awesome tools for Public Clouds,"Our team consists of a fun group of hackers, engineers, thinkers and tinkerers. We write awesome tools to give you more control of your favorite Public Cloud providers.",7,40
The Paleo Egg Company,Austin,"Pasture Raised, Non-GMO, Soy-Free, Local Farm Fresh Eggs","Pasture-raised, local, farm fresh, non-GMO, soy-free, high quality and high Omega 3 eggs",8,56
Real HQ,Austin,We build things that make buying and selling homes better.,"Real HQ is the company behind Agent Pronto--a totally free and independent service that helps you find a top Realtor® in the US and Canada. We partner with agents from Keller Williams, Century 21, RE/MAX, and many more. High-quality agents love working with us ...",10,58
CatchTheReview,Austin,"Search Local Service Professionals, User Reviews & Ratings","CatchTheReview provides listing of local service professionals for all classified and small businesses, with user reviews and ratings. Service professionals can create a profile with their brands, and have listing of their services. User can finds services for ...",8,58
