Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Acquisition_Cost_Num,Duration_Days,Month,Quarter,CTR
4284,TechCorp,Search,Women 25-34,30 days,Google Ads,0.11,"$12,048.00",4.43,Los Angeles,English,426,3070,5,Fashionistas,2021-09-26,12048.0,30.0,9,3,13.8762
4285,Alpha Innovations,Email,Women 25-34,30 days,Facebook,0.04,"$11,886.00",7.46,Los Angeles,Mandarin,312,2806,1,Tech Enthusiasts,2021-09-27,11886.0,30.0,9,3,11.119
4286,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.07,"$14,782.00",5.64,New York,German,566,3276,5,Tech Enthusiasts,2021-09-28,14782.0,45.0,9,3,17.2772
4287,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.08,"$15,911.00",7.6,Houston,Mandarin,330,8847,5,Health & Wellness,2021-09-29,15911.0,15.0,9,3,3.7301
4288,NexGen Systems,Email,Men 18-24,60 days,Facebook,0.05,"$17,956.00",4.37,New York,English,174,6018,2,Fashionistas,2021-09-30,17956.0,60.0,9,3,2.8913
4289,Innovate Industries,Social Media,Women 25-34,60 days,Facebook,0.08,"$15,541.00",6.69,Houston,Mandarin,185,7653,6,Fashionistas,2021-10-01,15541.0,60.0,10,4,2.4174
4290,TechCorp,Search,Men 18-24,45 days,Google Ads,0.07,"$9,473.00",5.22,Houston,Spanish,385,7712,6,Fashionistas,2021-10-02,9473.0,45.0,10,4,4.9922
4291,TechCorp,Email,All Ages,45 days,Website,0.01,"$9,324.00",4.26,Miami,French,492,8848,1,Foodies,2021-10-03,9324.0,45.0,10,4,5.5606
4292,NexGen Systems,Email,Men 18-24,30 days,Facebook,0.06,"$9,358.00",2.2,Miami,Mandarin,843,7756,3,Health & Wellness,2021-10-04,9358.0,30.0,10,4,10.869
4293,TechCorp,Email,Men 25-34,60 days,Google Ads,0.09,"$13,932.00",6.56,Houston,German,311,5812,10,Tech Enthusiasts,2021-10-05,13932.0,60.0,10,4,5.351
4294,DataTech Solutions,Influencer,Men 18-24,15 days,Google Ads,0.1,"$6,333.00",5.84,Miami,German,378,6201,7,Fashionistas,2021-10-06,6333.0,15.0,10,4,6.0958
4295,Innovate Industries,Social Media,Women 35-44,15 days,Email,0.14,"$12,066.00",6.6,Miami,Spanish,562,8282,7,Health & Wellness,2021-10-07,12066.0,15.0,10,4,6.7858
4296,DataTech Solutions,Social Media,All Ages,30 days,Website,0.09,"$18,134.00",6.4,Chicago,English,820,9006,8,Health & Wellness,2021-10-08,18134.0,30.0,10,4,9.105
4297,Innovate Industries,Email,Men 18-24,30 days,Email,0.01,"$7,151.00",6.95,Miami,English,337,5271,2,Foodies,2021-10-09,7151.0,30.0,10,4,6.3935
4298,TechCorp,Email,Men 18-24,60 days,Instagram,0.11,"$14,929.00",7.31,New York,Mandarin,998,4011,2,Tech Enthusiasts,2021-10-10,14929.0,60.0,10,4,24.8816
4299,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.12,"$13,958.00",3.17,Chicago,English,845,1512,6,Foodies,2021-10-11,13958.0,30.0,10,4,55.8862
4300,DataTech Solutions,Display,Men 18-24,30 days,Email,0.14,"$18,242.00",4.84,Chicago,Spanish,816,1352,7,Tech Enthusiasts,2021-10-12,18242.0,30.0,10,4,60.355
4301,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.13,"$8,567.00",7.27,New York,German,504,4571,2,Tech Enthusiasts,2021-10-13,8567.0,45.0,10,4,11.026
4302,TechCorp,Display,Men 18-24,60 days,Website,0.13,"$9,325.00",4.44,Chicago,Spanish,307,7129,6,Tech Enthusiasts,2021-10-14,9325.0,60.0,10,4,4.3064
4303,Innovate Industries,Display,Men 18-24,60 days,Email,0.1,"$18,070.00",3.36,Los Angeles,French,465,3474,7,Fashionistas,2021-10-15,18070.0,60.0,10,4,13.3851
4304,DataTech Solutions,Influencer,All Ages,45 days,Youtube,0.09,"$10,784.00",3.79,Los Angeles,English,986,9461,4,Health & Wellness,2021-10-16,10784.0,45.0,10,4,10.4217
4305,NexGen Systems,Influencer,Men 25-34,60 days,Facebook,0.12,"$11,880.00",7.42,Miami,Spanish,370,8709,2,Outdoor Adventurers,2021-10-17,11880.0,60.0,10,4,4.2485
4306,Alpha Innovations,Search,Men 18-24,15 days,Youtube,0.11,"$14,142.00",5.27,Chicago,Spanish,441,9970,1,Outdoor Adventurers,2021-10-18,14142.0,15.0,10,4,4.4233
4307,TechCorp,Social Media,Women 35-44,60 days,Email,0.15,"$16,638.00",4.61,New York,English,791,4972,8,Outdoor Adventurers,2021-10-19,16638.0,60.0,10,4,15.9091
4308,Innovate Industries,Social Media,Women 25-34,30 days,Facebook,0.07,"$14,451.00",3.46,New York,Spanish,553,7118,6,Fashionistas,2021-10-20,14451.0,30.0,10,4,7.769
4309,DataTech Solutions,Display,Women 35-44,45 days,Youtube,0.13,"$10,857.00",2.06,New York,English,556,7285,5,Fashionistas,2021-10-21,10857.0,45.0,10,4,7.6321
4310,TechCorp,Influencer,Men 18-24,60 days,Google Ads,0.04,"$7,514.00",2.83,Chicago,Mandarin,770,8808,6,Foodies,2021-10-22,7514.0,60.0,10,4,8.7421
4311,Innovate Industries,Display,Men 25-34,60 days,Instagram,0.03,"$19,653.00",4.05,Los Angeles,German,609,6246,1,Outdoor Adventurers,2021-10-23,19653.0,60.0,10,4,9.7502
4312,TechCorp,Email,Men 25-34,15 days,Instagram,0.05,"$15,713.00",4.75,Chicago,Mandarin,898,8260,3,Fashionistas,2021-10-24,15713.0,15.0,10,4,10.8717
4313,DataTech Solutions,Search,Men 25-34,60 days,Youtube,0.04,"$15,321.00",2.69,New York,English,675,7356,5,Foodies,2021-10-25,15321.0,60.0,10,4,9.1762
4314,Innovate Industries,Email,Men 25-34,15 days,Google Ads,0.15,"$5,490.00",3.7,Miami,Spanish,638,7833,8,Foodies,2021-10-26,5490.0,15.0,10,4,8.145
4315,DataTech Solutions,Search,Men 25-34,15 days,Youtube,0.07,"$12,399.00",6.11,New York,Mandarin,521,6651,7,Fashionistas,2021-10-27,12399.0,15.0,10,4,7.8334
4316,TechCorp,Social Media,Men 18-24,30 days,Instagram,0.05,"$11,574.00",2.81,New York,English,323,5433,4,Fashionistas,2021-10-28,11574.0,30.0,10,4,5.9452
4317,TechCorp,Social Media,All Ages,45 days,Facebook,0.07,"$7,710.00",4.66,New York,English,844,4515,1,Foodies,2021-10-29,7710.0,45.0,10,4,18.6932
4318,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,0.06,"$19,274.00",3.92,New York,French,432,4618,8,Health & Wellness,2021-10-30,19274.0,60.0,10,4,9.3547
4319,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.06,"$9,796.00",3.37,New York,English,153,2067,2,Outdoor Adventurers,2021-10-31,9796.0,45.0,10,4,7.402
4320,Innovate Industries,Social Media,All Ages,60 days,Website,0.08,"$11,408.00",6.24,Los Angeles,German,487,6159,3,Outdoor Adventurers,2021-11-01,11408.0,60.0,11,4,7.9071
4321,TechCorp,Influencer,Men 18-24,30 days,Website,0.13,"$14,784.00",7.8,Houston,English,460,4900,9,Foodies,2021-11-02,14784.0,30.0,11,4,9.3878
4322,TechCorp,Search,Men 18-24,15 days,Facebook,0.01,"$16,316.00",4.02,Chicago,German,505,5181,4,Health & Wellness,2021-11-03,16316.0,15.0,11,4,9.7472
4323,TechCorp,Email,All Ages,15 days,Instagram,0.09,"$12,856.00",5.97,New York,Mandarin,880,9222,8,Tech Enthusiasts,2021-11-04,12856.0,15.0,11,4,9.5424
4324,DataTech Solutions,Email,All Ages,30 days,Website,0.13,"$5,636.00",5.5,Chicago,German,548,8099,9,Fashionistas,2021-11-05,5636.0,30.0,11,4,6.7663
4325,Alpha Innovations,Display,Men 25-34,45 days,Website,0.07,"$19,190.00",7.23,Houston,Spanish,981,9341,3,Foodies,2021-11-06,19190.0,45.0,11,4,10.5021
4326,Innovate Industries,Search,Women 35-44,30 days,Instagram,0.05,"$15,312.00",2.47,Chicago,French,268,5660,2,Foodies,2021-11-07,15312.0,30.0,11,4,4.735
4327,Alpha Innovations,Email,Men 25-34,15 days,Website,0.08,"$18,772.00",3.22,New York,Mandarin,131,4152,5,Foodies,2021-11-08,18772.0,15.0,11,4,3.1551
4328,DataTech Solutions,Email,Women 35-44,15 days,Website,0.12,"$11,049.00",3.35,Houston,German,412,5090,9,Health & Wellness,2021-11-09,11049.0,15.0,11,4,8.0943
4329,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.03,"$18,735.00",3.69,Miami,English,801,1525,6,Tech Enthusiasts,2021-11-10,18735.0,15.0,11,4,52.5246
4330,Alpha Innovations,Search,Men 25-34,15 days,Instagram,0.11,"$11,805.00",6.21,New York,Mandarin,400,4111,10,Foodies,2021-11-11,11805.0,15.0,11,4,9.73
4331,Innovate Industries,Email,All Ages,15 days,Instagram,0.11,"$12,780.00",2.08,Chicago,German,526,6753,1,Foodies,2021-11-12,12780.0,15.0,11,4,7.7891
4332,Innovate Industries,Influencer,All Ages,15 days,Website,0.08,"$11,792.00",2.86,New York,German,627,7294,5,Outdoor Adventurers,2021-11-13,11792.0,15.0,11,4,8.5961
4333,TechCorp,Search,Women 35-44,60 days,Email,0.11,"$6,330.00",5.08,Houston,English,288,4828,2,Tech Enthusiasts,2021-11-14,6330.0,60.0,11,4,5.9652
4334,Innovate Industries,Display,Men 18-24,30 days,Email,0.13,"$19,438.00",7.6,Los Angeles,Mandarin,441,5177,4,Fashionistas,2021-11-15,19438.0,30.0,11,4,8.5184
4335,Alpha Innovations,Social Media,Men 18-24,45 days,Youtube,0.03,"$19,037.00",3.41,New York,German,710,6587,7,Outdoor Adventurers,2021-11-16,19037.0,45.0,11,4,10.7788
4336,TechCorp,Search,Women 25-34,15 days,Email,0.04,"$6,198.00",3.53,Miami,German,598,5058,7,Fashionistas,2021-11-17,6198.0,15.0,11,4,11.8229
4337,TechCorp,Display,Women 35-44,60 days,Instagram,0.1,"$9,734.00",5.07,New York,French,674,2775,4,Outdoor Adventurers,2021-11-18,9734.0,60.0,11,4,24.2883
4338,Innovate Industries,Email,Men 18-24,60 days,Email,0.02,"$6,858.00",7.83,Chicago,Mandarin,170,2292,7,Tech Enthusiasts,2021-11-19,6858.0,60.0,11,4,7.4171
4339,TechCorp,Display,Men 18-24,30 days,Instagram,0.05,"$11,940.00",5.98,New York,Spanish,542,7472,2,Tech Enthusiasts,2021-11-20,11940.0,30.0,11,4,7.2537
4340,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.15,"$13,900.00",3.13,Los Angeles,French,654,6163,8,Outdoor Adventurers,2021-11-21,13900.0,45.0,11,4,10.6117
4341,DataTech Solutions,Influencer,Women 35-44,15 days,Email,0.08,"$15,105.00",5.39,Los Angeles,French,727,4790,3,Outdoor Adventurers,2021-11-22,15105.0,15.0,11,4,15.1775
4342,DataTech Solutions,Social Media,All Ages,30 days,Website,0.08,"$18,327.00",7.26,New York,English,264,6350,4,Foodies,2021-11-23,18327.0,30.0,11,4,4.1575
4343,NexGen Systems,Email,Men 25-34,45 days,Instagram,0.15,"$19,921.00",5.29,Miami,English,572,2694,3,Outdoor Adventurers,2021-11-24,19921.0,45.0,11,4,21.2324
4344,DataTech Solutions,Email,Women 35-44,60 days,Instagram,0.05,"$14,059.00",2.89,Los Angeles,French,242,9193,2,Foodies,2021-11-25,14059.0,60.0,11,4,2.6324
4345,TechCorp,Search,Men 18-24,45 days,Google Ads,0.07,"$16,366.00",4.94,Los Angeles,French,480,8552,10,Foodies,2021-11-26,16366.0,45.0,11,4,5.6127
4346,Alpha Innovations,Influencer,Women 35-44,15 days,Facebook,0.11,"$10,502.00",3.16,Houston,English,272,2246,9,Outdoor Adventurers,2021-11-27,10502.0,15.0,11,4,12.1104
4347,Alpha Innovations,Email,Women 25-34,15 days,Google Ads,0.13,"$10,483.00",3.66,Miami,Spanish,700,6587,2,Outdoor Adventurers,2021-11-28,10483.0,15.0,11,4,10.627
4348,NexGen Systems,Search,Men 18-24,15 days,Website,0.08,"$14,518.00",5.51,Houston,French,335,1655,7,Fashionistas,2021-11-29,14518.0,15.0,11,4,20.2417
4349,Innovate Industries,Influencer,Men 25-34,15 days,Youtube,0.06,"$6,885.00",2.95,Los Angeles,English,940,7012,8,Outdoor Adventurers,2021-11-30,6885.0,15.0,11,4,13.4056
4350,DataTech Solutions,Search,Women 25-34,30 days,Youtube,0.13,"$14,732.00",6.72,Chicago,German,584,5133,4,Fashionistas,2021-12-01,14732.0,30.0,12,4,11.3774
4351,NexGen Systems,Email,Men 18-24,30 days,Google Ads,0.02,"$16,358.00",2.44,Miami,English,706,9267,1,Outdoor Adventurers,2021-12-02,16358.0,30.0,12,4,7.6184
4352,NexGen Systems,Social Media,All Ages,45 days,Facebook,0.03,"$5,909.00",6.5,New York,Mandarin,604,3648,6,Health & Wellness,2021-12-03,5909.0,45.0,12,4,16.557
4353,Innovate Industries,Influencer,All Ages,60 days,Instagram,0.14,"$7,696.00",5.6,New York,Spanish,965,6424,5,Foodies,2021-12-04,7696.0,60.0,12,4,15.0218
4354,NexGen Systems,Search,Women 35-44,15 days,Google Ads,0.02,"$16,003.00",6.85,New York,Spanish,852,7696,5,Tech Enthusiasts,2021-12-05,16003.0,15.0,12,4,11.0707
4355,NexGen Systems,Email,Women 25-34,60 days,Facebook,0.02,"$17,711.00",6.1,Miami,German,512,1895,10,Tech Enthusiasts,2021-12-06,17711.0,60.0,12,4,27.0185
4356,Innovate Industries,Email,Men 25-34,15 days,Youtube,0.09,"$10,556.00",2.02,Houston,French,346,9479,7,Tech Enthusiasts,2021-12-07,10556.0,15.0,12,4,3.6502
4357,Innovate Industries,Display,Men 18-24,60 days,Facebook,0.13,"$5,990.00",5.67,New York,Mandarin,558,3361,1,Foodies,2021-12-08,5990.0,60.0,12,4,16.6022
4358,Alpha Innovations,Search,Women 35-44,45 days,Facebook,0.08,"$15,315.00",6.98,Los Angeles,Mandarin,901,4239,1,Health & Wellness,2021-12-09,15315.0,45.0,12,4,21.255
4359,TechCorp,Influencer,Men 25-34,45 days,Youtube,0.14,"$11,662.00",6.85,New York,English,620,9866,4,Outdoor Adventurers,2021-12-10,11662.0,45.0,12,4,6.2842
4360,DataTech Solutions,Social Media,All Ages,45 days,Youtube,0.07,"$15,406.00",4.76,Los Angeles,German,404,2833,9,Tech Enthusiasts,2021-12-11,15406.0,45.0,12,4,14.2605
4361,Alpha Innovations,Social Media,Men 18-24,30 days,Youtube,0.14,"$14,127.00",7.49,New York,German,836,6330,5,Foodies,2021-12-12,14127.0,30.0,12,4,13.207
4362,Alpha Innovations,Search,Women 25-34,60 days,Email,0.03,"$15,121.00",7.83,Los Angeles,English,186,8709,3,Health & Wellness,2021-12-13,15121.0,60.0,12,4,2.1357
4363,TechCorp,Search,Men 18-24,60 days,Instagram,0.01,"$7,350.00",4.39,Chicago,Spanish,482,6865,2,Fashionistas,2021-12-14,7350.0,60.0,12,4,7.0211
4364,NexGen Systems,Email,Men 18-24,60 days,Website,0.07,"$6,036.00",2.84,Los Angeles,Spanish,776,8045,10,Foodies,2021-12-15,6036.0,60.0,12,4,9.6457
4365,Alpha Innovations,Social Media,Women 35-44,45 days,Facebook,0.04,"$15,572.00",5.98,Los Angeles,Mandarin,828,5150,4,Tech Enthusiasts,2021-12-16,15572.0,45.0,12,4,16.0777
4366,DataTech Solutions,Influencer,Men 25-34,30 days,Website,0.02,"$18,550.00",6.97,Houston,Mandarin,660,5450,8,Outdoor Adventurers,2021-12-17,18550.0,30.0,12,4,12.1101
4367,NexGen Systems,Influencer,All Ages,45 days,Email,0.02,"$19,133.00",2.74,Houston,German,676,6131,10,Fashionistas,2021-12-18,19133.0,45.0,12,4,11.0259
4368,Innovate Industries,Display,Women 25-34,15 days,Facebook,0.06,"$10,097.00",7.78,Los Angeles,French,125,6642,3,Tech Enthusiasts,2021-12-19,10097.0,15.0,12,4,1.882
4369,Innovate Industries,Influencer,All Ages,45 days,Website,0.05,"$11,499.00",2.76,Houston,Mandarin,906,5525,1,Health & Wellness,2021-12-20,11499.0,45.0,12,4,16.3982
4370,TechCorp,Influencer,Women 35-44,60 days,Instagram,0.12,"$18,708.00",4.34,New York,German,624,8297,6,Foodies,2021-12-21,18708.0,60.0,12,4,7.5208
4371,TechCorp,Influencer,All Ages,30 days,Website,0.08,"$13,901.00",5.27,New York,German,488,6099,1,Health & Wellness,2021-12-22,13901.0,30.0,12,4,8.0013
4372,DataTech Solutions,Search,Women 25-34,60 days,Facebook,0.04,"$10,532.00",3.98,Los Angeles,French,524,8362,7,Health & Wellness,2021-12-23,10532.0,60.0,12,4,6.2664
4373,TechCorp,Influencer,Men 18-24,60 days,Facebook,0.11,"$19,959.00",6.32,Los Angeles,Mandarin,217,3486,9,Foodies,2021-12-24,19959.0,60.0,12,4,6.2249
4374,DataTech Solutions,Influencer,Men 18-24,45 days,Google Ads,0.06,"$7,849.00",4.58,Chicago,Spanish,148,9100,1,Fashionistas,2021-12-25,7849.0,45.0,12,4,1.6264
4375,Innovate Industries,Influencer,All Ages,30 days,Email,0.01,"$18,659.00",4.77,Miami,English,860,3586,10,Health & Wellness,2021-12-26,18659.0,30.0,12,4,23.9822
4376,NexGen Systems,Influencer,Men 25-34,30 days,Instagram,0.15,"$14,040.00",6.16,New York,German,416,8178,4,Outdoor Adventurers,2021-12-27,14040.0,30.0,12,4,5.0868
4377,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.14,"$18,865.00",6.02,New York,French,870,8676,1,Fashionistas,2021-12-28,18865.0,15.0,12,4,10.0277
4378,Innovate Industries,Email,All Ages,60 days,Google Ads,0.04,"$6,310.00",2.7,Chicago,Mandarin,567,4485,4,Outdoor Adventurers,2021-12-29,6310.0,60.0,12,4,12.6421
4379,NexGen Systems,Influencer,Women 35-44,15 days,Website,0.11,"$13,018.00",4.34,Miami,English,883,4983,5,Tech Enthusiasts,2021-12-30,13018.0,15.0,12,4,17.7202
4380,Alpha Innovations,Display,Men 25-34,15 days,Facebook,0.14,"$16,406.00",4.85,Houston,Spanish,438,2635,8,Tech Enthusiasts,2021-12-31,16406.0,15.0,12,4,16.6224
4381,TechCorp,Social Media,Women 25-34,15 days,Youtube,0.05,"$9,897.00",3.07,Miami,Spanish,416,2845,6,Tech Enthusiasts,2021-01-01,9897.0,15.0,1,1,14.6221
4382,TechCorp,Email,Women 25-34,60 days,Website,0.12,"$13,216.00",3.56,New York,English,670,3171,5,Health & Wellness,2021-01-02,13216.0,60.0,1,1,21.129
4383,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,0.14,"$12,769.00",7.9,Houston,English,420,8200,10,Fashionistas,2021-01-03,12769.0,60.0,1,1,5.122
4384,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.03,"$15,473.00",3.88,Miami,French,891,1965,2,Health & Wellness,2021-01-04,15473.0,30.0,1,1,45.3435
4385,TechCorp,Search,Men 25-34,30 days,Instagram,0.01,"$16,280.00",7.79,New York,Spanish,829,7724,1,Outdoor Adventurers,2021-01-05,16280.0,30.0,1,1,10.7328
4386,DataTech Solutions,Social Media,Women 25-34,30 days,Email,0.06,"$17,903.00",5.37,Chicago,Spanish,242,9089,5,Health & Wellness,2021-01-06,17903.0,30.0,1,1,2.6626
4387,Innovate Industries,Social Media,All Ages,45 days,Youtube,0.05,"$6,855.00",4.26,New York,German,547,6508,3,Health & Wellness,2021-01-07,6855.0,45.0,1,1,8.405
4388,DataTech Solutions,Influencer,All Ages,60 days,Website,0.09,"$19,173.00",7.62,New York,English,467,2055,5,Tech Enthusiasts,2021-01-08,19173.0,60.0,1,1,22.7251
4389,Innovate Industries,Search,All Ages,60 days,Website,0.06,"$17,778.00",7.44,Miami,Spanish,811,8330,7,Tech Enthusiasts,2021-01-09,17778.0,60.0,1,1,9.7359
4390,DataTech Solutions,Display,Men 18-24,60 days,Email,0.13,"$5,624.00",3.58,Chicago,English,778,6405,5,Foodies,2021-01-10,5624.0,60.0,1,1,12.1468
4391,Innovate Industries,Display,All Ages,60 days,Youtube,0.04,"$19,846.00",4.07,Houston,German,759,9057,3,Foodies,2021-01-11,19846.0,60.0,1,1,8.3803
4392,NexGen Systems,Search,Women 35-44,60 days,Website,0.12,"$17,519.00",4.98,Los Angeles,Mandarin,656,5720,2,Health & Wellness,2021-01-12,17519.0,60.0,1,1,11.4685
4393,DataTech Solutions,Social Media,Women 25-34,15 days,Facebook,0.15,"$15,128.00",4.28,Los Angeles,English,965,4993,4,Foodies,2021-01-13,15128.0,15.0,1,1,19.3271
4394,TechCorp,Display,Men 25-34,45 days,Google Ads,0.11,"$19,609.00",2.51,New York,French,796,5241,6,Tech Enthusiasts,2021-01-14,19609.0,45.0,1,1,15.1879
4395,DataTech Solutions,Email,Women 25-34,60 days,Email,0.06,"$10,923.00",5.56,New York,French,423,3411,10,Tech Enthusiasts,2021-01-15,10923.0,60.0,1,1,12.4011
4396,DataTech Solutions,Email,Men 25-34,45 days,Instagram,0.09,"$17,701.00",7.63,New York,German,975,2053,8,Health & Wellness,2021-01-16,17701.0,45.0,1,1,47.4915
4397,DataTech Solutions,Email,All Ages,60 days,Google Ads,0.14,"$5,556.00",6.26,Miami,English,298,6196,4,Health & Wellness,2021-01-17,5556.0,60.0,1,1,4.8096
4398,Innovate Industries,Search,Men 18-24,45 days,Email,0.03,"$14,650.00",2.28,Miami,Spanish,864,3032,5,Fashionistas,2021-01-18,14650.0,45.0,1,1,28.496
4399,Alpha Innovations,Social Media,Women 25-34,15 days,Website,0.08,"$19,623.00",6.32,Houston,Mandarin,841,1904,5,Foodies,2021-01-19,19623.0,15.0,1,1,44.1702
4400,DataTech Solutions,Search,Men 25-34,60 days,Google Ads,0.14,"$16,284.00",7.75,Miami,German,207,1832,4,Tech Enthusiasts,2021-01-20,16284.0,60.0,1,1,11.2991
4401,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.14,"$7,402.00",7.39,Chicago,French,770,6604,3,Tech Enthusiasts,2021-01-21,7402.0,45.0,1,1,11.6596
4402,Innovate Industries,Display,Women 25-34,60 days,Instagram,0.04,"$11,098.00",7.42,Miami,Mandarin,335,4758,8,Tech Enthusiasts,2021-01-22,11098.0,60.0,1,1,7.0408
4403,TechCorp,Display,Men 25-34,45 days,Google Ads,0.09,"$19,688.00",5.04,Los Angeles,French,655,8096,4,Fashionistas,2021-01-23,19688.0,45.0,1,1,8.0904
4404,NexGen Systems,Influencer,All Ages,15 days,Google Ads,0.06,"$12,481.00",7.9,Houston,Spanish,392,1211,6,Fashionistas,2021-01-24,12481.0,15.0,1,1,32.3699
4405,NexGen Systems,Display,Men 25-34,45 days,Facebook,0.14,"$10,377.00",6.51,Miami,German,642,8685,5,Health & Wellness,2021-01-25,10377.0,45.0,1,1,7.3921
4406,NexGen Systems,Social Media,Men 18-24,15 days,Google Ads,0.08,"$13,233.00",7.13,Houston,Mandarin,628,9170,8,Foodies,2021-01-26,13233.0,15.0,1,1,6.8484
4407,Alpha Innovations,Social Media,Men 25-34,60 days,Website,0.12,"$8,498.00",2.27,Chicago,English,157,8528,7,Outdoor Adventurers,2021-01-27,8498.0,60.0,1,1,1.841
4408,DataTech Solutions,Social Media,Men 18-24,45 days,Instagram,0.05,"$11,622.00",3.73,Miami,Spanish,896,8132,1,Outdoor Adventurers,2021-01-28,11622.0,45.0,1,1,11.0182
4409,Alpha Innovations,Display,Women 25-34,45 days,Google Ads,0.1,"$17,059.00",3.89,Houston,Mandarin,362,9830,8,Foodies,2021-01-29,17059.0,45.0,1,1,3.6826
4410,DataTech Solutions,Influencer,Men 25-34,60 days,Google Ads,0.07,"$15,297.00",7.75,Miami,French,820,1679,4,Tech Enthusiasts,2021-01-30,15297.0,60.0,1,1,48.8386
4411,DataTech Solutions,Search,Men 18-24,30 days,Google Ads,0.1,"$8,611.00",3.52,Miami,German,390,9110,6,Foodies,2021-01-31,8611.0,30.0,1,1,4.281
4412,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.14,"$6,715.00",5.53,Miami,Mandarin,488,2307,9,Tech Enthusiasts,2021-02-01,6715.0,60.0,2,1,21.153
4413,TechCorp,Display,Men 18-24,60 days,Website,0.02,"$6,292.00",6.89,Miami,French,869,2805,8,Fashionistas,2021-02-02,6292.0,60.0,2,1,30.9804
4414,NexGen Systems,Influencer,Men 18-24,15 days,Instagram,0.03,"$10,824.00",5.7,Chicago,English,247,9411,9,Fashionistas,2021-02-03,10824.0,15.0,2,1,2.6246
4415,TechCorp,Email,Women 25-34,45 days,Instagram,0.15,"$5,643.00",2.57,Chicago,Mandarin,901,7655,4,Health & Wellness,2021-02-04,5643.0,45.0,2,1,11.7701
4416,Innovate Industries,Search,Men 25-34,15 days,Email,0.12,"$6,345.00",6.85,Los Angeles,German,179,6740,1,Outdoor Adventurers,2021-02-05,6345.0,15.0,2,1,2.6558
4417,Innovate Industries,Display,Women 25-34,15 days,Instagram,0.04,"$19,053.00",3.45,New York,English,666,7167,6,Foodies,2021-02-06,19053.0,15.0,2,1,9.2926
4418,NexGen Systems,Email,All Ages,15 days,Website,0.09,"$17,831.00",4.81,Houston,English,328,6353,8,Outdoor Adventurers,2021-02-07,17831.0,15.0,2,1,5.1629
4419,NexGen Systems,Social Media,Women 35-44,45 days,Instagram,0.05,"$7,777.00",7.96,Los Angeles,German,115,5033,4,Fashionistas,2021-02-08,7777.0,45.0,2,1,2.2849
4420,NexGen Systems,Social Media,Men 25-34,60 days,Instagram,0.07,"$11,278.00",6.25,Chicago,German,739,8691,6,Foodies,2021-02-09,11278.0,60.0,2,1,8.503
4421,NexGen Systems,Influencer,All Ages,15 days,Website,0.08,"$15,010.00",2.46,New York,Spanish,617,9898,4,Outdoor Adventurers,2021-02-10,15010.0,15.0,2,1,6.2336
4422,NexGen Systems,Influencer,Women 25-34,60 days,Instagram,0.14,"$10,142.00",5.72,Chicago,Spanish,963,9250,2,Tech Enthusiasts,2021-02-11,10142.0,60.0,2,1,10.4108
4423,NexGen Systems,Display,All Ages,45 days,Facebook,0.11,"$18,131.00",4.67,New York,Spanish,899,8154,2,Fashionistas,2021-02-12,18131.0,45.0,2,1,11.0253
4424,NexGen Systems,Social Media,Women 25-34,45 days,Website,0.01,"$7,027.00",3.03,Miami,English,666,7573,6,Tech Enthusiasts,2021-02-13,7027.0,45.0,2,1,8.7944
4425,TechCorp,Display,Men 25-34,45 days,Email,0.09,"$5,979.00",2.72,Miami,Mandarin,187,2223,1,Outdoor Adventurers,2021-02-14,5979.0,45.0,2,1,8.4121
4426,Alpha Innovations,Display,Men 18-24,45 days,Google Ads,0.12,"$13,168.00",5.95,Los Angeles,Spanish,481,6815,5,Outdoor Adventurers,2021-02-15,13168.0,45.0,2,1,7.058
4427,TechCorp,Email,Women 25-34,30 days,Youtube,0.1,"$5,195.00",3.81,Houston,French,546,6971,6,Health & Wellness,2021-02-16,5195.0,30.0,2,1,7.8324
4428,Innovate Industries,Display,Men 18-24,30 days,Youtube,0.04,"$10,459.00",4.39,Miami,Mandarin,797,7411,2,Outdoor Adventurers,2021-02-17,10459.0,30.0,2,1,10.7543
4429,Alpha Innovations,Social Media,Men 25-34,30 days,Website,0.05,"$5,775.00",7.18,Los Angeles,English,658,2097,2,Health & Wellness,2021-02-18,5775.0,30.0,2,1,31.3782
4430,TechCorp,Email,Women 25-34,45 days,Youtube,0.09,"$5,609.00",3.91,Chicago,French,764,3957,10,Tech Enthusiasts,2021-02-19,5609.0,45.0,2,1,19.3076
