Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
5130,DataTech Solutions,Influencer,All Ages,45 days,YouTube,0.1,"$16,329.00",4.5,Chicago,French,440,4110,5,Tech Enthusiasts,2021-01-20
5131,DataTech Solutions,Search,Men 25-34,45 days,Instagram,0.11,"$9,160.00",7.69,Chicago,English,343,9648,3,Fashionistas,2021-01-21
5132,NexGen Systems,Influencer,Men 25-34,30 days,Website,0.15,"$18,406.00",2.99,Houston,English,558,7031,1,Tech Enthusiasts,2021-01-22
5133,Innovate Industries,Email,Women 25-34,45 days,Website,0.06,"$9,617.00",4.48,Houston,French,626,6186,10,Foodies,2021-01-23
5134,TechCorp,Social Media,Women 35-44,45 days,Website,0.03,"$11,406.00",7.44,Chicago,Mandarin,131,7570,10,Health & Wellness,2021-01-24
5135,TechCorp,Display,Women 35-44,60 days,Instagram,0.14,"$17,568.00",2.32,Los Angeles,Spanish,698,3909,7,Tech Enthusiasts,2021-01-25
5136,NexGen Systems,Email,Women 35-44,15 days,Website,0.08,"$8,001.00",5.29,Houston,French,742,1279,9,Tech Enthusiasts,2021-01-26
5137,TechCorp,Email,Men 18-24,60 days,Instagram,0.06,"$5,355.00",4.92,Los Angeles,French,101,4242,4,Foodies,2021-01-27
5138,Innovate Industries,Social Media,Women 35-44,45 days,Instagram,0.02,"$7,148.00",5.44,Chicago,German,374,7845,4,Tech Enthusiasts,2021-01-28
5139,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,0.1,"$14,592.00",7.81,Houston,English,832,5418,9,Health & Wellness,2021-01-29
5140,Alpha Innovations,Email,Women 25-34,60 days,Instagram,0.06,"$6,924.00",3.71,New York,Mandarin,307,6315,4,Foodies,2021-01-30
5141,NexGen Systems,Social Media,Men 18-24,60 days,Google Ads,0.08,"$9,362.00",3.73,New York,Mandarin,352,6208,2,Foodies,2021-01-31
5142,Alpha Innovations,Display,All Ages,60 days,Email,0.05,"$19,902.00",3.51,Los Angeles,French,443,4530,4,Outdoor Adventurers,2021-02-01
5143,NexGen Systems,Search,Women 35-44,45 days,Website,0.1,"$7,038.00",7.35,Miami,German,724,8323,8,Foodies,2021-02-02
5144,TechCorp,Display,Men 25-34,30 days,Instagram,0.15,"$11,382.00",3.67,New York,German,242,8097,3,Fashionistas,2021-02-03
5145,NexGen Systems,Search,Women 25-34,30 days,Email,0.02,"$16,902.00",7.05,Miami,Mandarin,851,7967,6,Health & Wellness,2021-02-04
5146,DataTech Solutions,Display,All Ages,60 days,Instagram,0.07,"$10,292.00",5.93,New York,German,311,2761,8,Tech Enthusiasts,2021-02-05
5147,Innovate Industries,Search,All Ages,60 days,YouTube,0.08,"$13,081.00",6.91,Chicago,Spanish,724,7454,9,Fashionistas,2021-02-06
5148,DataTech Solutions,Display,Women 25-34,45 days,Website,0.14,"$15,025.00",7.47,Houston,German,693,9010,9,Foodies,2021-02-07
5149,TechCorp,Influencer,Women 25-34,30 days,YouTube,0.1,"$15,098.00",2.49,Chicago,German,309,1142,2,Foodies,2021-02-08
5150,TechCorp,Influencer,Women 35-44,60 days,Facebook,0.14,"$12,368.00",2.5,Chicago,German,721,7065,8,Outdoor Adventurers,2021-02-09
5151,Alpha Innovations,Social Media,Men 18-24,60 days,Website,0.11,"$15,633.00",4.95,Miami,French,885,3353,9,Health & Wellness,2021-02-10
5152,Innovate Industries,Email,Women 35-44,60 days,YouTube,0.03,"$11,989.00",5.57,Chicago,English,318,6078,8,Tech Enthusiasts,2021-02-11
5153,TechCorp,Display,All Ages,15 days,Instagram,0.14,"$17,802.00",2.11,Houston,Mandarin,737,4493,2,Tech Enthusiasts,2021-02-12
5154,DataTech Solutions,Search,Men 25-34,45 days,Google Ads,0.01,"$5,973.00",4.18,Chicago,French,584,3314,1,Fashionistas,2021-02-13
5155,DataTech Solutions,Influencer,All Ages,45 days,Website,0.08,"$17,700.00",2.81,Houston,English,159,9095,4,Health & Wellness,2021-02-14
5156,TechCorp,Social Media,Men 18-24,15 days,Email,0.08,"$15,958.00",5.02,Houston,Mandarin,280,8448,5,Health & Wellness,2021-02-15
5157,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.09,"$13,643.00",2.07,Miami,Mandarin,218,8932,8,Tech Enthusiasts,2021-02-16
5158,NexGen Systems,Display,Men 18-24,60 days,Google Ads,0.06,"$15,969.00",2.02,Los Angeles,English,246,4813,6,Foodies,2021-02-17
5159,TechCorp,Social Media,Men 25-34,60 days,Instagram,0.03,"$5,363.00",6.87,Houston,English,329,2687,8,Outdoor Adventurers,2021-02-18
5160,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,0.07,"$11,618.00",2.42,Miami,Mandarin,208,1205,8,Outdoor Adventurers,2021-02-19
5161,Innovate Industries,Display,Men 25-34,30 days,Instagram,0.14,"$6,858.00",4.73,Miami,Mandarin,725,9545,5,Health & Wellness,2021-02-20
5162,Innovate Industries,Social Media,Men 25-34,60 days,Website,0.12,"$11,989.00",2.66,Miami,German,465,7386,4,Tech Enthusiasts,2021-02-21
5163,TechCorp,Search,Men 25-34,60 days,Email,0.11,"$6,386.00",6.16,Houston,Mandarin,606,8502,10,Tech Enthusiasts,2021-02-22
5164,DataTech Solutions,Email,Men 25-34,30 days,Website,0.11,"$8,195.00",6.79,New York,French,245,2119,2,Health & Wellness,2021-02-23
5165,DataTech Solutions,Display,Women 25-34,45 days,Instagram,0.08,"$13,709.00",2.97,Los Angeles,French,563,1019,10,Outdoor Adventurers,2021-02-24
5166,DataTech Solutions,Social Media,Men 18-24,30 days,Instagram,0.1,"$12,007.00",2.73,New York,French,176,9869,5,Foodies,2021-02-25
5167,NexGen Systems,Influencer,Men 25-34,30 days,Email,0.12,"$6,290.00",6.97,Chicago,Spanish,306,6767,10,Tech Enthusiasts,2021-02-26
5168,Alpha Innovations,Influencer,Men 18-24,45 days,Instagram,0.11,"$11,164.00",7.64,Houston,French,393,9287,10,Tech Enthusiasts,2021-02-27
5169,TechCorp,Search,Men 18-24,30 days,YouTube,0.07,"$14,905.00",7.93,New York,Mandarin,496,9541,1,Foodies,2021-02-28
5170,Innovate Industries,Search,Women 25-34,30 days,Google Ads,0.03,"$9,642.00",7.93,Miami,French,433,4408,7,Outdoor Adventurers,2021-03-01
5171,DataTech Solutions,Email,Men 18-24,30 days,Website,0.1,"$16,285.00",3.98,Houston,French,571,2692,4,Health & Wellness,2021-03-02
5172,TechCorp,Display,Men 18-24,60 days,Website,0.03,"$7,488.00",5.87,Houston,Mandarin,931,4094,8,Tech Enthusiasts,2021-03-03
5173,TechCorp,Search,Men 25-34,60 days,Website,0.02,"$12,264.00",5.2,Los Angeles,Mandarin,804,3416,6,Foodies,2021-03-04
5174,NexGen Systems,Email,Men 25-34,60 days,Email,0.07,"$8,480.00",6.49,Miami,German,176,1115,6,Fashionistas,2021-03-05
5175,NexGen Systems,Social Media,Women 35-44,60 days,YouTube,0.12,"$8,496.00",3.51,New York,French,605,2942,10,Tech Enthusiasts,2021-03-06
5176,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,0.15,"$16,225.00",6.93,New York,Spanish,965,4438,10,Health & Wellness,2021-03-07
5177,Alpha Innovations,Influencer,Women 25-34,60 days,Email,0.1,"$13,014.00",7.92,New York,Spanish,453,5475,7,Health & Wellness,2021-03-08
5178,TechCorp,Search,Men 18-24,60 days,Email,0.1,"$6,165.00",6.53,Miami,French,627,3917,8,Outdoor Adventurers,2021-03-09
5179,TechCorp,Email,Men 18-24,15 days,Website,0.02,"$16,101.00",2.12,New York,Spanish,934,9505,5,Fashionistas,2021-03-10
5180,TechCorp,Search,Men 18-24,15 days,Facebook,0.11,"$13,583.00",2.4,Chicago,French,976,6832,6,Outdoor Adventurers,2021-03-11
5181,TechCorp,Search,Men 25-34,60 days,Instagram,0.02,"$14,810.00",5.73,Houston,French,921,9382,4,Tech Enthusiasts,2021-03-12
5182,NexGen Systems,Display,Women 35-44,60 days,Facebook,0.07,"$19,155.00",4.15,Los Angeles,Spanish,364,5089,7,Outdoor Adventurers,2021-03-13
5183,Innovate Industries,Search,Women 35-44,15 days,Facebook,0.08,"$14,561.00",5.43,Chicago,French,707,4251,3,Foodies,2021-03-14
5184,DataTech Solutions,Influencer,Men 18-24,45 days,Facebook,0.13,"$15,260.00",5.04,Los Angeles,English,915,4358,4,Foodies,2021-03-15
5185,Innovate Industries,Email,Men 25-34,60 days,Google Ads,0.06,"$11,200.00",4.9,Chicago,German,173,6376,9,Fashionistas,2021-03-16
5186,Innovate Industries,Social Media,All Ages,30 days,Facebook,0.02,"$15,872.00",7.13,Houston,German,349,5228,3,Outdoor Adventurers,2021-03-17
5187,NexGen Systems,Display,All Ages,30 days,Google Ads,0.11,"$11,264.00",2.54,Los Angeles,English,467,6838,8,Fashionistas,2021-03-18
5188,NexGen Systems,Social Media,All Ages,30 days,Google Ads,0.06,"$19,585.00",4.69,Chicago,English,584,4493,5,Foodies,2021-03-19
5189,DataTech Solutions,Search,All Ages,30 days,Instagram,0.02,"$5,118.00",2.74,Chicago,French,547,8558,3,Foodies,2021-03-20
5190,NexGen Systems,Influencer,Women 35-44,60 days,Facebook,0.1,"$18,378.00",4.86,Chicago,Spanish,344,4894,6,Fashionistas,2021-03-21
5191,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.11,"$7,305.00",6.92,Chicago,English,180,2270,6,Tech Enthusiasts,2021-03-22
5192,Innovate Industries,Social Media,Women 35-44,30 days,Google Ads,0.09,"$17,199.00",3.02,Houston,Spanish,753,4429,2,Outdoor Adventurers,2021-03-23
5193,TechCorp,Email,Women 25-34,45 days,Instagram,0.02,"$6,138.00",4.83,Los Angeles,Mandarin,966,6547,6,Health & Wellness,2021-03-24
5194,TechCorp,Influencer,Men 25-34,45 days,Instagram,0.14,"$19,533.00",7.61,Miami,Mandarin,505,6282,9,Foodies,2021-03-25
5195,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.11,"$18,830.00",7.21,Houston,German,399,1330,10,Tech Enthusiasts,2021-03-26
5196,Alpha Innovations,Display,Women 25-34,60 days,Website,0.04,"$18,379.00",4.69,Miami,English,736,3058,10,Health & Wellness,2021-03-27
5197,Alpha Innovations,Influencer,Men 25-34,15 days,Website,0.03,"$18,164.00",3.57,New York,French,725,2003,3,Foodies,2021-03-28
5198,Innovate Industries,Search,Men 18-24,60 days,Website,0.02,"$11,986.00",7.89,Houston,English,492,3226,6,Health & Wellness,2021-03-29
5199,TechCorp,Search,Men 18-24,45 days,Website,0.08,"$11,739.00",3.39,Chicago,German,927,8917,9,Health & Wellness,2021-03-30
5200,TechCorp,Influencer,Women 35-44,45 days,Facebook,0.08,"$9,061.00",3.89,Houston,German,195,7659,8,Tech Enthusiasts,2021-03-31
5201,Alpha Innovations,Influencer,Women 35-44,15 days,Website,0.08,"$12,666.00",3.27,Chicago,German,831,7796,9,Fashionistas,2021-04-01
5202,NexGen Systems,Display,All Ages,15 days,Website,0.07,"$18,602.00",3.47,Chicago,French,110,1345,2,Fashionistas,2021-04-02
5203,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.04,"$17,094.00",4.11,New York,French,329,1092,9,Tech Enthusiasts,2021-04-03
5204,Alpha Innovations,Social Media,Women 35-44,60 days,Google Ads,0.04,"$13,485.00",5.26,Chicago,German,688,6244,10,Tech Enthusiasts,2021-04-04
5205,Innovate Industries,Display,Men 25-34,60 days,Website,0.14,"$15,720.00",7.82,Houston,German,999,9307,3,Outdoor Adventurers,2021-04-05
5206,Alpha Innovations,Email,Women 25-34,45 days,Email,0.14,"$12,551.00",3.61,Chicago,French,968,8028,1,Tech Enthusiasts,2021-04-06
5207,TechCorp,Social Media,Women 35-44,45 days,Google Ads,0.12,"$12,310.00",2.63,Houston,English,636,5202,8,Fashionistas,2021-04-07
5208,Alpha Innovations,Search,Women 35-44,15 days,Instagram,0.11,"$14,164.00",3.68,Miami,English,832,9368,5,Fashionistas,2021-04-08
5209,Alpha Innovations,Search,Men 18-24,45 days,Email,0.06,"$17,450.00",7.66,Miami,German,257,6609,3,Foodies,2021-04-09
5210,NexGen Systems,Social Media,Women 25-34,30 days,Google Ads,0.12,"$6,859.00",7.32,Houston,French,238,1329,2,Tech Enthusiasts,2021-04-10
5211,DataTech Solutions,Search,All Ages,60 days,Google Ads,0.04,"$7,419.00",7.4,Houston,German,255,5502,4,Outdoor Adventurers,2021-04-11
5212,Alpha Innovations,Social Media,Women 25-34,30 days,YouTube,0.07,"$9,646.00",4.24,Chicago,Spanish,769,6063,6,Foodies,2021-04-12
5213,DataTech Solutions,Search,All Ages,60 days,Instagram,0.03,"$11,646.00",7.25,Chicago,German,571,5181,3,Fashionistas,2021-04-13
5214,NexGen Systems,Influencer,All Ages,60 days,Email,0.03,"$8,058.00",3.63,Houston,English,344,5073,8,Tech Enthusiasts,2021-04-14
5215,TechCorp,Search,Women 35-44,30 days,YouTube,0.03,"$13,004.00",2.83,Houston,Spanish,945,4990,4,Foodies,2021-04-15
5216,Innovate Industries,Email,Men 25-34,30 days,Google Ads,0.08,"$17,119.00",4.04,Chicago,Mandarin,869,4409,6,Fashionistas,2021-04-16
5217,NexGen Systems,Display,Women 25-34,15 days,Instagram,0.14,"$14,545.00",3.22,Los Angeles,Mandarin,319,6239,2,Fashionistas,2021-04-17
5218,Alpha Innovations,Influencer,Women 25-34,15 days,YouTube,0.03,"$16,382.00",2.06,Los Angeles,Spanish,322,6866,10,Health & Wellness,2021-04-18
5219,DataTech Solutions,Email,Women 25-34,60 days,Google Ads,0.14,"$5,804.00",4.34,Houston,German,648,6714,1,Foodies,2021-04-19
5220,Alpha Innovations,Influencer,Women 35-44,60 days,YouTube,0.03,"$16,420.00",6.8,Chicago,Spanish,874,8754,8,Outdoor Adventurers,2021-04-20
5221,TechCorp,Social Media,Women 25-34,45 days,Email,0.12,"$9,302.00",2.38,New York,Spanish,747,6795,1,Foodies,2021-04-21
5222,TechCorp,Social Media,Women 25-34,45 days,YouTube,0.15,"$12,479.00",7.54,New York,Spanish,826,3278,1,Health & Wellness,2021-04-22
5223,TechCorp,Influencer,Women 35-44,45 days,Instagram,0.14,"$10,281.00",2.31,Houston,French,149,5431,2,Tech Enthusiasts,2021-04-23
5224,DataTech Solutions,Search,Women 25-34,45 days,Website,0.15,"$9,901.00",7.47,New York,French,680,8633,7,Foodies,2021-04-24
5225,Alpha Innovations,Search,Men 25-34,30 days,Instagram,0.1,"$13,119.00",4.41,Los Angeles,English,158,8251,10,Health & Wellness,2021-04-25
5226,TechCorp,Search,Women 25-34,30 days,Facebook,0.09,"$18,487.00",7.12,New York,Spanish,185,7566,10,Tech Enthusiasts,2021-04-26
5227,Alpha Innovations,Influencer,Women 25-34,30 days,Instagram,0.06,"$5,889.00",4.66,Los Angeles,German,588,5917,7,Health & Wellness,2021-04-27
5228,Alpha Innovations,Email,All Ages,45 days,Website,0.07,"$5,361.00",3.67,Houston,Mandarin,563,1345,9,Foodies,2021-04-28
5229,TechCorp,Display,Men 25-34,60 days,Facebook,0.15,"$8,343.00",5.86,Los Angeles,Spanish,404,8701,9,Health & Wellness,2021-04-29
5230,NexGen Systems,Influencer,All Ages,30 days,Email,0.02,"$19,806.00",2.48,Chicago,Mandarin,613,1748,8,Tech Enthusiasts,2021-04-30
5231,DataTech Solutions,Email,Men 25-34,45 days,Website,0.08,"$8,738.00",6.1,Houston,English,853,7980,9,Health & Wellness,2021-05-01
5232,Alpha Innovations,Search,Men 25-34,30 days,Instagram,0.12,"$14,845.00",7.68,Houston,German,345,9743,2,Foodies,2021-05-02
5233,Innovate Industries,Social Media,All Ages,15 days,Email,0.1,"$6,091.00",7.93,New York,German,250,5031,4,Fashionistas,2021-05-03
5234,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.09,"$6,026.00",7.39,Miami,French,281,6231,9,Tech Enthusiasts,2021-05-04
5235,TechCorp,Email,All Ages,30 days,Google Ads,0.03,"$5,059.00",7.69,Chicago,French,648,1073,1,Outdoor Adventurers,2021-05-05
5236,TechCorp,Email,All Ages,45 days,YouTube,0.14,"$14,585.00",3.37,Chicago,Mandarin,477,6910,1,Tech Enthusiasts,2021-05-06
5237,NexGen Systems,Search,Women 35-44,45 days,Website,0.07,"$19,587.00",6.48,New York,Spanish,908,7530,8,Fashionistas,2021-05-07
5238,Alpha Innovations,Search,Men 18-24,30 days,Instagram,0.1,"$18,107.00",6.12,Houston,Spanish,478,2300,9,Tech Enthusiasts,2021-05-08
5239,NexGen Systems,Social Media,Men 25-34,15 days,YouTube,0.11,"$11,558.00",5.95,New York,Spanish,396,9845,10,Tech Enthusiasts,2021-05-09
5240,DataTech Solutions,Search,All Ages,45 days,Facebook,0.03,"$9,276.00",2.26,Houston,Spanish,583,9183,5,Health & Wellness,2021-05-10
5241,TechCorp,Display,Women 35-44,45 days,Website,0.11,"$15,610.00",5.95,New York,English,396,8620,2,Outdoor Adventurers,2021-05-11
5242,Alpha Innovations,Search,Women 35-44,15 days,Email,0.13,"$16,743.00",7.12,Los Angeles,Mandarin,361,2867,8,Foodies,2021-05-12
5243,TechCorp,Display,Women 25-34,45 days,Google Ads,0.1,"$14,170.00",2.35,Chicago,Spanish,534,8529,2,Health & Wellness,2021-05-13
5244,NexGen Systems,Display,All Ages,15 days,Facebook,0.05,"$9,262.00",3.59,Houston,German,162,1216,9,Fashionistas,2021-05-14
5245,NexGen Systems,Influencer,Men 18-24,15 days,Google Ads,0.02,"$12,918.00",5.27,New York,Spanish,842,8071,5,Foodies,2021-05-15
5246,Alpha Innovations,Email,Women 35-44,30 days,Instagram,0.08,"$5,677.00",5.73,Houston,German,506,1950,5,Foodies,2021-05-16
5247,TechCorp,Display,Women 35-44,30 days,YouTube,0.11,"$7,931.00",3.15,Houston,English,322,9620,9,Foodies,2021-05-17
5248,NexGen Systems,Influencer,Men 18-24,45 days,Facebook,0.03,"$12,873.00",6.91,Miami,German,803,7206,10,Fashionistas,2021-05-18
5249,DataTech Solutions,Email,Men 25-34,45 days,Instagram,0.11,"$17,825.00",5.99,Miami,English,696,2013,10,Fashionistas,2021-05-19
5250,NexGen Systems,Search,All Ages,60 days,Website,0.05,"$12,444.00",5.12,Chicago,Mandarin,606,3006,10,Foodies,2021-05-20
5251,Innovate Industries,Influencer,Men 25-34,15 days,Website,0.11,"$6,732.00",6.99,Chicago,Spanish,198,9405,4,Foodies,2021-05-21
5252,NexGen Systems,Influencer,Men 18-24,45 days,Website,0.04,"$9,385.00",3.05,Miami,German,703,1092,7,Foodies,2021-05-22
5253,DataTech Solutions,Social Media,Men 18-24,45 days,Website,0.13,"$17,520.00",2.5,Los Angeles,German,206,4859,3,Tech Enthusiasts,2021-05-23
5254,Innovate Industries,Display,Women 25-34,60 days,Email,0.13,"$9,519.00",7.85,Houston,Mandarin,241,3291,9,Foodies,2021-05-24
5255,DataTech Solutions,Display,All Ages,15 days,Instagram,0.08,"$19,080.00",7.13,Houston,German,434,3733,5,Health & Wellness,2021-05-25
5256,NexGen Systems,Social Media,Men 18-24,15 days,Google Ads,0.05,"$18,170.00",6.63,Miami,French,843,4945,2,Foodies,2021-05-26
5257,NexGen Systems,Email,Women 35-44,45 days,Facebook,0.08,"$10,811.00",5.23,Los Angeles,English,698,9709,3,Tech Enthusiasts,2021-05-27
5258,TechCorp,Influencer,Men 25-34,30 days,YouTube,0.13,"$8,011.00",5.99,New York,French,753,6163,6,Fashionistas,2021-05-28
5259,DataTech Solutions,Email,All Ages,45 days,Email,0.08,"$14,168.00",2.14,Miami,English,919,2127,4,Health & Wellness,2021-05-29
5260,NexGen Systems,Display,Men 18-24,15 days,Website,0.12,"$15,107.00",3.99,New York,German,766,8185,2,Health & Wellness,2021-05-30
5261,Innovate Industries,Search,Women 35-44,30 days,Instagram,0.12,"$5,066.00",6.37,Los Angeles,French,642,3474,8,Fashionistas,2021-05-31
5262,NexGen Systems,Social Media,Women 35-44,15 days,Email,0.15,"$18,100.00",2.24,Chicago,Mandarin,331,6519,3,Outdoor Adventurers,2021-06-01
5263,Alpha Innovations,Search,Women 25-34,60 days,YouTube,0.11,"$15,507.00",5.0,Los Angeles,English,433,8691,7,Outdoor Adventurers,2021-06-02
5264,Innovate Industries,Social Media,Women 25-34,45 days,Facebook,0.04,"$19,821.00",6.49,New York,Spanish,906,3511,7,Tech Enthusiasts,2021-06-03
5265,TechCorp,Influencer,Men 25-34,30 days,YouTube,0.13,"$8,981.00",2.66,Houston,Spanish,436,5963,4,Health & Wellness,2021-06-04
5266,Innovate Industries,Social Media,Women 35-44,15 days,Instagram,0.13,"$17,868.00",6.29,Houston,French,585,2303,2,Tech Enthusiasts,2021-06-05
5267,TechCorp,Influencer,Men 18-24,30 days,Website,0.12,"$16,442.00",6.3,Chicago,German,354,5154,7,Outdoor Adventurers,2021-06-06
5268,DataTech Solutions,Social Media,All Ages,30 days,Website,0.12,"$19,933.00",5.56,Los Angeles,German,205,5482,8,Outdoor Adventurers,2021-06-07
5269,Innovate Industries,Email,Men 18-24,45 days,YouTube,0.04,"$7,233.00",3.76,Houston,German,340,6170,4,Outdoor Adventurers,2021-06-08
5270,NexGen Systems,Email,Women 25-34,45 days,Facebook,0.11,"$14,311.00",2.5,Los Angeles,German,202,7273,10,Outdoor Adventurers,2021-06-09
5271,DataTech Solutions,Search,Women 35-44,30 days,Facebook,0.12,"$12,884.00",3.96,Los Angeles,French,150,2819,5,Tech Enthusiasts,2021-06-10
5272,DataTech Solutions,Influencer,Women 35-44,30 days,YouTube,0.07,"$17,356.00",7.36,Los Angeles,English,475,9894,10,Tech Enthusiasts,2021-06-11
5273,TechCorp,Email,Men 25-34,60 days,Email,0.1,"$13,131.00",5.26,Chicago,Mandarin,509,1356,8,Fashionistas,2021-06-12
5274,DataTech Solutions,Display,All Ages,30 days,Google Ads,0.07,"$15,555.00",5.52,Los Angeles,Spanish,366,3266,7,Outdoor Adventurers,2021-06-13
5275,TechCorp,Social Media,Men 25-34,30 days,YouTube,0.04,"$9,331.00",6.03,Houston,French,459,9712,2,Foodies,2021-06-14
5276,Alpha Innovations,Display,All Ages,45 days,YouTube,0.03,"$5,990.00",2.72,Miami,Mandarin,952,8189,9,Fashionistas,2021-06-15
5277,Alpha Innovations,Email,Women 25-34,30 days,Google Ads,0.09,"$16,416.00",7.33,New York,Spanish,470,2122,4,Tech Enthusiasts,2021-06-16
5278,TechCorp,Email,Men 25-34,15 days,Website,0.13,"$13,118.00",5.02,Chicago,Spanish,481,7725,3,Tech Enthusiasts,2021-06-17
5279,Innovate Industries,Search,Men 18-24,45 days,Facebook,0.1,"$16,055.00",2.64,Houston,Spanish,167,3223,7,Tech Enthusiasts,2021-06-18
5280,TechCorp,Influencer,All Ages,15 days,Instagram,0.03,"$8,731.00",7.41,Los Angeles,French,765,2950,10,Foodies,2021-06-19
5281,DataTech Solutions,Search,Men 18-24,45 days,Facebook,0.1,"$13,731.00",2.49,New York,German,403,4676,3,Health & Wellness,2021-06-20
5282,NexGen Systems,Search,Women 35-44,45 days,Instagram,0.13,"$12,254.00",5.68,Chicago,German,869,7840,3,Fashionistas,2021-06-21
5283,Innovate Industries,Search,Men 18-24,30 days,Website,0.12,"$14,799.00",4.57,Miami,German,417,7511,2,Foodies,2021-06-22
5284,Alpha Innovations,Social Media,Men 25-34,60 days,Email,0.11,"$13,452.00",7.19,Miami,Spanish,874,6853,8,Fashionistas,2021-06-23
5285,DataTech Solutions,Display,Men 18-24,60 days,Google Ads,0.08,"$19,071.00",6.4,New York,English,978,5790,1,Fashionistas,2021-06-24
5286,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.1,"$13,352.00",7.02,Chicago,English,869,7330,6,Health & Wellness,2021-06-25
5287,DataTech Solutions,Influencer,Women 25-34,60 days,Google Ads,0.1,"$7,002.00",7.92,New York,German,520,6550,8,Foodies,2021-06-26
5288,DataTech Solutions,Influencer,Men 18-24,30 days,Google Ads,0.13,"$10,983.00",2.78,Miami,Mandarin,193,2919,5,Tech Enthusiasts,2021-06-27
5289,TechCorp,Search,All Ages,30 days,Facebook,0.12,"$12,744.00",7.54,New York,English,695,6407,6,Health & Wellness,2021-06-28
5290,TechCorp,Display,Men 18-24,15 days,Website,0.09,"$19,255.00",4.81,Chicago,Spanish,429,3062,3,Outdoor Adventurers,2021-06-29
5291,Innovate Industries,Search,All Ages,15 days,Website,0.11,"$15,946.00",3.78,Houston,German,135,1659,4,Foodies,2021-06-30
5292,TechCorp,Display,All Ages,45 days,Google Ads,0.11,"$11,286.00",5.17,Los Angeles,French,302,7421,2,Foodies,2021-07-01
5293,TechCorp,Display,All Ages,60 days,Website,0.02,"$18,937.00",7.66,New York,English,760,6691,7,Outdoor Adventurers,2021-07-02
5294,TechCorp,Display,Women 25-34,60 days,YouTube,0.09,"$19,728.00",7.62,Miami,Mandarin,831,7857,7,Health & Wellness,2021-07-03
5295,TechCorp,Social Media,Men 18-24,60 days,Website,0.11,"$5,123.00",3.96,Miami,Mandarin,166,2763,2,Foodies,2021-07-04
5296,Alpha Innovations,Search,Women 25-34,15 days,Email,0.07,"$7,012.00",3.63,Miami,Mandarin,493,8297,9,Outdoor Adventurers,2021-07-05
5297,DataTech Solutions,Social Media,Women 25-34,60 days,Facebook,0.02,"$18,289.00",6.27,New York,Spanish,710,9183,3,Health & Wellness,2021-07-06
5298,DataTech Solutions,Display,Women 25-34,45 days,Email,0.11,"$8,305.00",7.32,Miami,English,713,5481,9,Outdoor Adventurers,2021-07-07
5299,Innovate Industries,Search,Men 25-34,30 days,Website,0.1,"$17,111.00",7.84,Los Angeles,German,569,6866,5,Health & Wellness,2021-07-08
5300,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.12,"$6,319.00",2.36,Chicago,German,288,4822,2,Outdoor Adventurers,2021-07-09
5301,TechCorp,Social Media,Women 25-34,30 days,YouTube,0.02,"$9,099.00",2.67,Houston,German,349,2053,2,Fashionistas,2021-07-10
5302,NexGen Systems,Display,Men 25-34,30 days,Instagram,0.15,"$9,266.00",2.48,New York,English,569,6699,9,Health & Wellness,2021-07-11
5303,NexGen Systems,Email,Women 25-34,45 days,YouTube,0.08,"$10,328.00",7.66,Miami,German,510,6959,7,Health & Wellness,2021-07-12
5304,NexGen Systems,Influencer,Men 25-34,60 days,Instagram,0.14,"$5,222.00",4.96,New York,German,977,7340,8,Foodies,2021-07-13
5305,Alpha Innovations,Influencer,All Ages,30 days,YouTube,0.06,"$8,484.00",7.44,Miami,Spanish,710,4358,7,Health & Wellness,2021-07-14
5306,DataTech Solutions,Search,Women 25-34,60 days,Website,0.08,"$19,990.00",6.53,Chicago,Mandarin,520,8638,4,Health & Wellness,2021-07-15
5307,NexGen Systems,Email,Men 25-34,15 days,YouTube,0.07,"$13,075.00",2.26,Miami,Spanish,820,4528,7,Health & Wellness,2021-07-16
5308,Innovate Industries,Display,Women 35-44,30 days,Email,0.12,"$14,662.00",6.68,Houston,English,541,6999,5,Fashionistas,2021-07-17
5309,Innovate Industries,Social Media,Men 18-24,30 days,Website,0.03,"$12,422.00",5.03,Los Angeles,Spanish,501,4102,2,Tech Enthusiasts,2021-07-18
5310,NexGen Systems,Search,All Ages,30 days,Email,0.02,"$15,415.00",2.98,Chicago,English,308,6472,9,Health & Wellness,2021-07-19
5311,NexGen Systems,Email,Men 18-24,45 days,Email,0.13,"$7,775.00",6.54,New York,French,126,1243,1,Outdoor Adventurers,2021-07-20
5312,Alpha Innovations,Search,Women 25-34,15 days,Email,0.05,"$16,505.00",6.16,Miami,English,490,2332,4,Fashionistas,2021-07-21
